-0.904095,-0.0245013,0.283778,-0.99568,-0.0657293,0.225489,-1.09107,-0.0610684,0.119893,-1.12705,-0.0650476,0.0854864,-0.863791,-0.140767,-0.0116328,-0.953572,-0.159758,0.00465303,-1.07507,-0.10827,-0.0233684,-1.13521,-0.0760335,-0.0416163,-0.751745,-0.155357,-0.287487,-0.877135,-0.180425,-0.239221,-1.04809,-0.124988,-0.212971,-1.11799,-0.126232,-0.191687,-0.903597,0.0251418,0.28327,-0.995384,0.0661498,0.225144,-1.09101,0.0611828,0.119791,-1.12705,0.0650478,0.0854864,-0.863815,0.140808,-0.0115564,-0.953605,0.159781,0.00470473,-1.07509,0.108273,-0.0233532,-1.13521,0.0760335,-0.0416162,-0.751665,0.155318,-0.286975,-0.877114,0.180397,-0.23887,-1.0481,0.124979,-0.212866,-1.11799,0.126232,-0.191687,-1.23239,6.95998e-09,-0.194695,-1.23687,4.41246e-08,0.110978,-1.20661,4.80713e-08,0.302822,
-0.903371,-0.0248391,0.283078,-0.995187,-0.0659507,0.225071,-1.09092,-0.0611283,0.119806,-1.12705,-0.0650475,0.0854859,-0.863736,-0.140635,-0.0116805,-0.953504,-0.159673,0.00462424,-1.07503,-0.108247,-0.0233748,-1.13521,-0.0760334,-0.0416166,-0.751517,-0.154632,-0.287245,-0.876889,-0.179969,-0.239074,-1.04796,-0.124878,-0.212939,-1.11799,-0.126232,-0.191688,-0.903335,0.0249439,0.283041,-0.995171,0.0660189,0.225039,-1.09092,0.0611465,0.119793,-1.12705,0.0650476,0.0854859,-0.863742,0.140579,-0.0116898,-0.953503,0.159642,0.00462378,-1.07502,0.108243,-0.0233712,-1.13521,0.0760334,-0.0416166,-0.751507,0.154665,-0.287027,-0.876907,0.179991,-0.238921,-1.04798,0.124884,-0.212891,-1.11799,0.126232,-0.191688,-1.23239,1.66501e-08,-0.194695,-1.23687,3.64112e-08,0.110977,-1.20661,3.83287e-08,0.302822,
-0.903517,-0.0248745,0.283158,-0.995306,-0.0659871,0.225108,-1.09097,-0.061147,0.119807,-1.12705,-0.0650478,0.0854863,-0.863739,-0.140601,-0.0116906,-0.953503,-0.159655,0.00462105,-1.07502,-0.108245,-0.0233733,-1.13521,-0.0760334,-0.0416163,-0.751474,-0.154297,-0.287327,-0.876809,-0.179769,-0.239133,-1.0479,-0.124837,-0.212958,-1.11799,-0.126232,-0.191687,-0.903243,0.0246521,0.282838,-0.995094,0.0658585,0.224954,-1.09089,0.0611235,0.119801,-1.12705,0.0650476,0.0854863,-0.86374,0.14058,-0.0116878,-0.953502,0.159643,0.00462492,-1.07502,0.108243,-0.0233709,-1.13521,0.0760335,-0.0416163,-0.751593,0.154681,-0.286976,-0.876989,0.180026,-0.238869,-1.04802,0.12491,-0.212865,-1.11799,0.126232,-0.191687,-1.23239,5.20672e-08,-0.194695,-1.23687,-5.8563e-08,0.110978,-1.20661,-7.13289e-08,0.302822,
-0.903799,-0.0244069,0.283369,-0.995476,-0.0656992,0.22527,-1.09101,-0.0610812,0.119866,-1.12705,-0.0650476,0.0854868,-0.863761,-0.140627,-0.0116945,-0.953526,-0.159675,0.0046193,-1.07504,-0.108252,-0.0233732,-1.13521,-0.0760335,-0.0416162,-0.751597,-0.154607,-0.28737,-0.876944,-0.179974,-0.239148,-1.04797,-0.124894,-0.212954,-1.11799,-0.126232,-0.191687,-0.903693,0.024266,0.283273,-0.995384,0.0656077,0.225232,-1.09097,0.0610569,0.119873,-1.12705,0.0650475,0.0854868,-0.863734,0.14049,-0.0117826,-0.953479,0.159596,0.00456767,-1.075,0.108238,-0.0233833,-1.13521,0.0760334,-0.0416162,-0.751582,0.154482,-0.287387,-0.876916,0.1799,-0.23916,-1.04795,0.124879,-0.212958,-1.11799,0.126232,-0.191687,-1.23239,-1.87385e-08,-0.194695,-1.23687,-2.99611e-08,0.110978,-1.20661,-3.20277e-08,0.302823,
-0.903604,-0.0245901,0.283183,-0.995351,-0.0658175,0.225149,-1.09097,-0.0611121,0.119834,-1.12705,-0.0650476,0.0854862,-0.863752,-0.14059,-0.0117136,-0.953512,-0.159653,0.00460826,-1.07503,-0.108248,-0.0233754,-1.13521,-0.0760334,-0.0416164,-0.751588,-0.154504,-0.287377,-0.876925,-0.179914,-0.239152,-1.04796,-0.124883,-0.212955,-1.11799,-0.126232,-0.191687,-0.903439,0.0246081,0.282986,-0.995239,0.0658385,0.225038,-1.09094,0.061124,0.119815,-1.12705,0.0650476,0.0854862,-0.863748,0.140527,-0.0117411,-0.953499,0.159617,0.00459458,-1.07502,0.108242,-0.0233762,-1.13521,0.0760334,-0.0416164,-0.75156,0.154416,-0.287276,-0.876902,0.179861,-0.239083,-1.04795,0.124871,-0.212934,-1.11799,0.126232,-0.191687,-1.23239,-9.99396e-10,-0.194695,-1.23687,-1.98243e-09,0.110977,-1.20661,-2.36899e-09,0.302822,
-0.904062,-0.0242862,0.28362,-0.995655,-0.0656205,0.225419,-1.09106,-0.0610602,0.119897,-1.12705,-0.0650476,0.0854862,-0.863771,-0.140578,-0.0117408,-0.953526,-0.159652,0.00459365,-1.07503,-0.108252,-0.0233772,-1.13521,-0.0760334,-0.0416164,-0.751676,-0.154746,-0.28749,-0.877014,-0.180069,-0.239222,-1.048,-0.124922,-0.21297,-1.11799,-0.126232,-0.191687,-0.903847,0.0244442,0.283404,-0.995516,0.0657255,0.225284,-1.09102,0.0610896,0.119864,-1.12705,0.0650476,0.0854862,-0.863775,0.140609,-0.011708,-0.953535,0.159668,0.00461373,-1.07504,0.108254,-0.0233727,-1.13521,0.0760334,-0.0416164,-0.751657,0.154689,-0.287397,-0.877001,0.180035,-0.239158,-1.048,0.124915,-0.212951,-1.11799,0.126232,-0.191687,-1.23239,-2.6045e-10,-0.194695,-1.23687,-3.32106e-09,0.110978,-1.20661,-3.80377e-09,0.302822,
-0.904208,-0.024132,0.283782,-0.995744,-0.0655156,0.225525,-1.09108,-0.0610291,0.119925,-1.12705,-0.0650475,0.0854865,-0.863763,-0.140635,-0.0117131,-0.953527,-0.159681,0.00460626,-1.07504,-0.108255,-0.0233774,-1.13521,-0.0760334,-0.0416163,-0.751665,-0.154767,-0.287534,-0.877001,-0.180076,-0.239256,-1.048,-0.124919,-0.212983,-1.11799,-0.126232,-0.191687,-0.903892,0.0243266,0.283432,-0.99554,0.0656533,0.225311,-1.09103,0.0610734,0.119877,-1.12705,0.0650478,0.0854864,-0.863778,0.140608,-0.0117286,-0.953536,0.15967,0.00460035,-1.07504,0.108256,-0.0233762,-1.13521,0.0760335,-0.0416163,-0.75164,0.154772,-0.287315,-0.877004,0.180079,-0.239104,-1.04801,0.12492,-0.212937,-1.11799,0.126232,-0.191687,-1.23239,2.6776e-08,-0.194695,-1.23687,1.11536e-07,0.110978,-1.20661,1.0889e-07,0.302822,
-0.904034,-0.0240134,0.283547,-0.995616,-0.0654559,0.225406,-1.09103,-0.061025,0.119916,-1.12705,-0.0650476,0.0854863,-0.863734,-0.140526,-0.011774,-0.953483,-0.159617,0.00457027,-1.07501,-0.108242,-0.0233847,-1.13521,-0.0760334,-0.0416164,-0.751621,-0.154448,-0.287436,-0.876942,-0.179891,-0.239187,-1.04796,-0.124885,-0.212961,-1.11799,-0.126232,-0.191687,-0.903947,0.0240605,0.28345,-0.99556,0.0654901,0.225347,-1.09102,0.0610365,0.119903,-1.12705,0.0650476,0.0854863,-0.863738,0.14052,-0.0117814,-0.953486,0.159615,0.00456644,-1.07501,0.108242,-0.023385,-1.13521,0.0760334,-0.0416164,-0.751667,0.154579,-0.287447,-0.876994,0.179976,-0.239189,-1.04799,0.124908,-0.212959,-1.11799,0.126232,-0.191687,-1.23239,1.1718e-08,-0.194695,-1.23687,1.05584e-08,0.110978,-1.20661,1.09003e-08,0.302822,
-0.770857,-0.0238424,0.283593,-0.8624,-0.0653457,0.225434,-0.957784,-0.0610053,0.119902,-0.993785,-0.0650648,0.0854513,-0.730356,-0.140552,-0.0119467,-0.820098,-0.15964,0.0044401,-0.941628,-0.108258,-0.0234531,-1.00183,-0.0760444,-0.0416546,-0.618371,-0.154605,-0.287513,-0.7437,-0.179985,-0.239252,-0.914697,-0.124907,-0.213013,-0.98468,-0.126238,-0.191735,-0.770523,0.0242474,0.283283,-0.862195,0.0655951,0.225218,-0.957737,0.0610443,0.119836,-0.993774,0.0650304,0.0854569,-0.730369,0.14058,-0.0118751,-0.82012,0.159644,0.00449099,-0.94164,0.108238,-0.0234348,-1.00182,0.0760224,-0.041648,-0.618428,0.154664,-0.287756,-0.743728,0.180021,-0.239407,-0.914695,0.12491,-0.21305,-0.984659,0.126226,-0.191724,-1.09905,3.72931e-06,-0.194689,-1.10358,-9.18056e-06,0.110985,-1.07329,-2.00685e-05,0.302818,
-0.0601529,-0.0239536,0.272319,-0.15488,-0.0654089,0.219288,-0.256084,-0.0610169,0.119138,-0.293971,-0.0650649,0.0867433,-0.0363853,-0.140593,-0.0253529,-0.12513,-0.159662,-0.00389557,-0.248159,-0.108264,-0.0248828,-0.309378,-0.0760491,-0.0396591,0.035279,-0.157348,-0.297974,-0.0850416,-0.18776,-0.241015,-0.242592,-0.130966,-0.209643,-0.301141,-0.126201,-0.19046,-0.0599681,0.0241143,0.272141,-0.154755,0.0655005,0.219164,-0.256045,0.061013,0.119099,-0.293954,0.0650303,0.086743,-0.0364011,0.140566,-0.0252904,-0.125151,0.159634,-0.00385045,-0.248167,0.108232,-0.0248678,-0.309359,0.0760177,-0.0396595,0.0352669,0.157375,-0.297991,-0.0850544,0.187761,-0.241019,-0.242593,0.130937,-0.20964,-0.30111,0.126166,-0.19046,-0.415242,-2.93432e-06,-0.187059,-0.402244,-3.73122e-06,0.118483,-0.361098,-8.34496e-06,0.308393,
