-0.318192695	-0.352432035
-0.19549154	-0.198561693
-0.754424893	0.408427009
-0.495234967	0.209369611
-0.365689295	-0.167274939
-0.686816932	0.163921311
-0.046898341	-0.006796889
-0.33792064	0.48879889
-0.439972213	0.236338372
-0.375805512	-0.559868416
-0.638077084	0.354044853
-0.669895441	0.309469234
0.751989519	0.522379722
0.080761744	0.36852209
-0.955969302	0.326818863
-0.597110678	0.125967793
-0.904056858	0.305717877
-0.771292336	0.433435433
-0.794291559	1
-0.538637952	0.163418767
0.178540327	0.531683302
-0.187839674	0.495860886
-0.284887254	-0.111509268
-0.150619916	0.416944985
0.197572736	0.16356604
-0.757101166	0.139986642
-0.66524246	0.815155814
-0.604144702	0.248479729
-0.179828064	0.316091897
-0.443387557	-0.405188708
-0.737488775	-0.263582828
-0.294242895	-0.175075148
-0.584258581	-0.096490634
-0.661509295	0.583171692
-0.028519314	-0.651184487
0.048957335	0.607595105
-0.75362765	0.48353984
-0.769171949	0.721801668
-0.576487678	0.491175409
-0.688713489	-0.216470591
-0.691261926	0.023359399
-0.504905705	-0.505839892
-0.650621118	-0.020053352
-0.154144247	0.602368349
-0.317367415	0.517234226
0.720409237	0.485622785
-0.416333745	0.283321618
-0.295000837	0.190485987
1	0.331743664
-0.50429117	0.563041644
-0.823212187	0.582796276
-0.505802508	-0.044299104
-0.767229508	-0.007021744
-0.535490853	0.677025605
-0.360122259	0.209156169
-0.608262385	0.311901094
-0.546930185	0.322680465
-0.196146245	0.196175366
-0.637466793	-0.032955376
-0.612013284	0.251973205
-0.582737783	-0.050541806
-0.778350097	0.153116731
0.055313809	-0.626679074
-0.488544555	-0.088307373
-0.001667737	-0.98444469
-0.689793902	-1
-0.209671989	0.13364054
-0.963381426	-0.119400539
-0.926163653	-0.205632007
-0.900810665	-0.507023634
-0.783661881	-0.032631527
0.372016719	0.201160156
-0.424217856	0.243182678
-0.736419914	0.432569422
-0.377792713	0.074155502
-0.932809071	0.140415672
-0.589587647	-0.238386306
-0.385254631	0.401967846
-0.729685642	-0.003515033
-0.862137334	-0.105990816
-0.725953486	-0.099631069
-0.204638719	0.474198879
-0.804463577	0.339388087
-0.407555231	-0.158524591
-0.649630261	0.165356038
-0.370985278	0.436120507
-0.643476734	0.039162556
-0.841783864	-0.734403886
-0.435294701	0.095124883
-0.567565279	-0.006257385
-0.951675948	-0.060997774
-0.585072927	-0.281436149
-0.096946407	-0.406837864
-0.879658385	-0.061283787
-0.989321492	0.381328528
-0.426962882	-0.058077599
-0.622294835	0.35956812
0.511638989	0.50482169
-0.743374303	-0.022103723
-0.511200638	-0.124216096
-0.127603425	0.399079781
-0.61859472	-0.260124153
-0.701520826	0.127927346
-0.224405876	-0.037710947
-0.75362765	0.072534913
-1	0.23739076
-0.573506966	-0.466157372
-0.819373625	-0.201466902
-0.39031035	0.478485788
-0.318192695	-0.352432035
-0.19549154	-0.198561693
-0.754424893	0.408427009
-0.495234967	0.209369611
-0.365689295	-0.167274939
-0.686816932	0.163921311
-0.046898341	-0.006796889
-0.33792064	0.48879889
-0.439972213	0.236338372
-0.375805512	-0.559868416
-0.638077084	0.354044853
-0.669895441	0.309469234
0.751989519	0.522379722
0.080761744	0.36852209
-0.955969302	0.326818863
-0.597110678	0.125967793
-0.904056858	0.305717877
-0.771292336	0.433435433
-0.794291559	1
-0.538637952	0.163418767
0.178540327	0.531683302
-0.187839674	0.495860886
-0.284887254	-0.111509268
-0.150619916	0.416944985
