-0.212893553	-0.401139648	-0.318192695	-0.352432035
0.113193403	-0.162207898	-0.19549154	-0.198561693
0.323838081	-0.289408944	-0.754424893	0.408427009
0.810344828	0.168109757	-0.495234967	0.209369611
0.18065967	-0.338196831	-0.365689295	-0.167274939
-0.583208396	-0.453494507	-0.686816932	0.163921311
0.124437781	-0.14123826	-0.046898341	-0.006796889
0.008245877	-0.545053958	-0.33792064	0.48879889
0.570464768	0.690557393	-0.439972213	0.236338372
0.296851574	0.180296194	-0.375805512	-0.559868416
0.877811094	0.163696942	-0.638077084	0.354044853
0.465517241	0.260346622	-0.669895441	0.309469234
0.840329835	0.920511031	0.751989519	0.522379722
0.592953523	1	0.080761744	0.36852209
-0.062968516	0.655909814	-0.955969302	0.326818863
1	0.341341527	-0.597110678	0.125967793
0.13868066	0.590271014	-0.904056858	0.305717877
0.724137931	0.039390516	-0.771292336	0.433435433
-0.167166417	0.140583323	-0.794291559	1
0.639430285	0.115084692	-0.538637952	0.163418767
0.885307346	0.74196495	0.178540327	0.531683302
0.491754123	0.086593172	-0.187839674	0.495860886
-0.119190405	0.254337139	-0.284887254	-0.111509268
0.06071964	0.292210763	-0.150619916	0.416944985
-0.34107946	-0.37754044	0.197572736	0.16356604
-0.010494753	-0.294816215	-0.757101166	0.139986642
-0.347076462	-0.285993485	-0.66524246	0.815155814
-0.100449775	-0.056232904	-0.604144702	0.248479729
-0.797601199	-0.84730537	-0.179828064	0.316091897
-0.317841079	-0.216674754	-0.443387557	-0.405188708
-0.18065967	-0.229644403	-0.737488775	-0.263582828
-0.383058471	0.212783849	-0.294242895	-0.175075148
0.146926537	0.118309525	-0.584258581	-0.096490634
0.53898051	0.631842406	-0.661509295	0.583171692
-0.025487256	0.105833918	-0.028519314	-0.651184487
7.50E-04	0.162557305	0.048957335	0.607595105
-0.117691154	0.656104879	-0.75362765	0.48353984
-0.33958021	0.077419428	-0.769171949	0.721801668
0.251874063	-0.115947091	-0.576487678	0.491175409
-0.371814093	-0.124123864	-0.688713489	-0.216470591
0.454272864	-0.078123561	-0.691261926	0.023359399
