# This is the Oscillation data of the neural bias and output and command data 
# 1 time(s), 2 osc[1].cpgPhase, 3 osc[1].outPhase, 4 -sin(osc[1].outPhase), 5 osc[1].footBias, 6 sDataSet.forceData[1], 7 ctr[1].l_toePos[x], 8 ctr[1].l_toePos[y], 9 ctr[1].l_toePos[z], 10 ctr[1].tAngle, 11 ctr[1].cAngle, 12 ctr[1].fAngle,           13 osc[2].cpgPhase, 14 osc[2].outPhase, 15 -sin(osc[2].outPhase), 16 osc[2].footBias, 17 sDataSet.forceData[2], 18 ctr[2].l_toePos[x], 19 ctr[2].l_toePos[y], 20 ctr[2].l_toePos[z], 21 ctr[2].tAngle, 22 ctr[2].cAngle, 23 ctr[2].fAngle,           
5.45, 4.32499  3.83544  0.639503 0 0 0.0706841 -0.177572 -0.0816298 -1.19196 -0.416515 1.49239       1.23173  1.02644  -0.855462 0 0.225881 0.10285 0.121858 -0.12 0.869784 -0.0407167 1.44788       
5.5, 4.42166  3.95627  0.727507 0 0 0.0727513 -0.173991 -0.0763496 -1.17476 -0.502613 1.56452       1.32839  1.107  -0.894359 0 0.230069 0.101088 0.124911 -0.12 0.890425 -0.0371812 1.43741       
5.55, 4.51832  4.0771  0.804902 0 0 0.0750686 -0.169977 -0.0717059 -1.15492 -0.58218 1.63624       1.42506  1.18755  -0.927455 0 0.23117 0.0992522 0.12809 -0.12 0.911573 -0.0330784 1.42584       
5.6, 4.61498  4.19793  0.87056 0 0 0.0776023 -0.165589 -0.0677664 -1.13255 -0.654321 1.70692       1.52172  1.2681  -0.954536 0 0.23485 0.0973562 0.131374 -0.12 0.933041 -0.0283532 1.41317       
5.65, 4.71165  4.31876  0.923524 0 0 0.0803153 -0.16089 -0.0645886 -1.10779 -0.717976 1.77568       1.61838  1.34865  -0.975428 0 0.236496 0.0954118 0.134742 -0.12 0.954649 -0.0229538 1.39944       
5.7, 4.80831  4.43959  0.963021 0 0 0.0831681 -0.155949 -0.0622188 -1.08086 -0.771947 1.84134       1.71505  1.42921  -0.989993 0 0.240491 0.0934317 0.138171 -0.12 0.976222 -0.0168337 1.38468       
5.75, 4.90497  4.56042  0.988475 0 0 0.0861192 -0.150837 -0.0606915 -1.05202 -0.814938 1.90233       1.81171  1.50976  -0.998138 0 0.24369 0.0914288 0.141641 -0.12 0.997593 -0.00995488 1.36898       
5.8, 5.00164  4.68125  0.999515 0 0 0.0891254 -0.14563 -0.0600291 -1.0216 -0.845623 1.95665       1.90837  1.59031  -0.99981 0 0.246779 0.0894159 0.145127 -0.12 1.01861 -0.00229038 1.35241       
5.85, 5.0983  4.80208  0.995981 0 0 0.092143 -0.140404 -0.0602412 -0.990024 -0.862753 2.00194       2.00504  1.67087  -0.994997 0 0.250628 0.0874063 0.148608 -0.12 1.03912 0.00617276 1.33509       
5.9, 5.19496  4.92291  0.977923 0 0 0.095128 -0.135233 -0.0613246 -0.957769 -0.865283 2.03558       2.1017  1.75142  -0.983732 0 0.254598 0.0854128 0.152061 -0.12 1.05901 0.0154309 1.31715       
5.95, 5.29163  5.04374  0.945605 0 0 0.0980368 -0.130195 -0.0632637 -0.92538 -0.852529 2.05508       2.19837  1.83197  -0.966087 0 0.257976 0.0834484 0.155463 -0.12 1.07816 0.0254611 1.29873       
6, 5.38829  5.16457  0.899498 0 0 0.100827 -0.125363 -0.0660301 -0.89345 -0.824316 2.05851       2.29503  1.91252  -0.942177 0 0.260616 0.0815259 0.158793 -0.12 1.09648 0.0362193 1.28       
