-0.607387286	-0.734275505
-0.606963335	-0.734724628
-0.606607216	-0.735171049
-0.606301971	-0.735608354
-0.606064558	-0.736039831
-0.60587802	-0.73646622
-0.605759313	-0.736880791
-0.605674523	-0.737286883
-0.605640607	-0.7376828
-0.605657565	-0.738066423
-0.605725397	-0.738436215
-0.605827145	-0.738793129
-0.60596281	-0.739137748
-0.606149348	-0.73946578
-0.606369803	-0.739779928
-0.606624174	-0.740077542
-0.60691246	-0.740361854
-0.607234663	-0.740630692
-0.607590782	-0.740881035
-0.607980817	-0.741117123
-0.608387811	-0.741337313
-0.608811762	-0.741542823
-0.609252671	-0.741733654
-0.60969358	-0.741907209
-0.610151448	-0.742067145
-0.610609315	-0.742213832
-0.61108414	-0.742345469
-0.611558965	-0.742462214
-0.612016833	-0.7425664
-0.612491658	-0.742654953
-0.612949525	-0.742734603
-0.613424351	-0.742798672
-0.613882218	-0.742848858
-0.614340085	-0.742887702
-0.614797953	-0.742917008
-0.61525582	-0.742933489
-0.615696729	-0.742937675
-0.616154596	-0.742930733
-0.616595506	-0.742911602
-0.617053373	-0.742883516
-0.61751124	-0.742842074
-0.617969107	-0.742788657
-0.618460891	-0.742727237
-0.618935716	-0.742652886
-0.619444458	-0.742567672
-0.619953199	-0.742471594
-0.620495856	-0.742363804
-0.621055472	-0.742244886
-0.621615088	-0.742111766
-0.622225577	-0.741968682
-0.622853025	-0.741811131
-0.623514389	-0.741642928
-0.624192711	-0.74146153
-0.624921907	-0.741270063
-0.625668061	-0.741062963
-0.626448131	-0.740843092
-0.627262117	-0.740610342
-0.628093062	-0.740366411
-0.628957922	-0.740105152
-0.629839741	-0.739832975
-0.630772433	-0.739547868
-0.631722084	-0.739249247
-0.632705651	-0.738937961
-0.633723133	-0.738616076
-0.634757574	-0.738279565
-0.635808973	-0.73793166
-0.636894288	-0.73757093
-0.637979603	-0.737200132
-0.639064918	-0.736815502
-0.640133275	-0.736421599
-0.64121859	-0.736015188
-0.642269989	-0.735594894
-0.64330443	-0.73516453
-0.644321913	-0.734726324
-0.645288522	-0.734275081
-0.646238172	-0.733814882
-0.647136949	-0.733346946
